tweet_id;date;complaint_label;tweet_text;usr_followers_count;usr_verified
476898579848908800;2014-06-12T01:27:36Z;Complaint;@USAirways flight was supposed to leave at 5:55 from PHA to FLL and now it says 9:31. Will we board and take off tonight?;995;FALSE
476899542663581696;2014-06-12T01:31:25Z;Non-Complaint;I just entered #WorldMarket Summer Getaway Sweeps for a chance to win a trip for 4 on @SouthwestAir. http://t.co/TKcyRwjg3l #SummerGetaway;197;FALSE
476903091569057792;2014-06-12T01:45:32Z;Non-Complaint;@AirAsia Does Malaysian flying from KL to Tawau need to bring passport?;0;FALSE
476905443772485632;2014-06-12T01:54:52Z;Non-Complaint;@flyPAL i cant, you only allow facebook users;566;FALSE
476906347599265792;2014-06-12T01:58:28Z;Non-Complaint;@AirFranceFR avec grand plaisir !;114;FALSE
476906745164337152;2014-06-12T02:00:03Z;Non-Complaint;@united my most recent flight was disgusting. Crumbs on tray, gum on floor, and Cheetos in seat pocket http://t.co/Z5aCK9w6sE;306;FALSE
476907317716598784;2014-06-12T02:02:19Z;Non-Complaint;@DeltaAssist DM HJB7LD;109;FALSE
476908760598716416;2014-06-12T02:08:03Z;Non-Complaint;Win free flights from @flypal! Register to here: http://t.co/gfrGEcrQmC Be one of the 116 lucky winners! Happy Independence Day Filipinos!;221;FALSE
476908912562540544;2014-06-12T02:08:39Z;Non-Complaint;@Schadespeaks I miss your #hatetweets #USAirwaysyinks @usairways;48;FALSE
476910501415632896;2014-06-12T02:14:58Z;Non-Complaint;How i wish i have to chane to win in #PAL116FreeFlights   @flypal it's my dream come true ^^;488;FALSE
476911100810637312;2014-06-12T02:17:21Z;Complaint;"Just asked @DeltaAssist if they had seats forward of row 25 the reply was at a cost oh dear &amp; we have 3 long haul flights booked. #ttot";7005;FALSE
476911196126187520;2014-06-12T02:17:44Z;Non-Complaint;Shoutout to me for fitting a weeks worth of stuff into a carry on. ✈️🌎 #RealMVP @AlaskaAir;286;FALSE
476911311834476544;2014-06-12T02:18:11Z;Non-Complaint;@SouthwestAir thanks for getting me to join Twitter....wanted to let you know my flight was cancelled.;0;FALSE
476911332617633792;2014-06-12T02:18:16Z;Complaint;@migs647 @VirginAmerica yeah 6 hours to get to LA is way too long though;919;FALSE
476915275322130432;2014-06-12T02:33:56Z;Complaint;@JetBlue no indication at gate 2 of flight from jfk to pwm.  am i in the right place? http://t.co/caOQHqUW93;245;FALSE
476916082209341440;2014-06-12T02:37:09Z;Non-Complaint;. @VirginAmerica rocks! http://t.co/VLrEqV8wA3;644;FALSE
476918517321564160;2014-06-12T02:46:49Z;Non-Complaint;@flyPAL Cebu! #PAL116FreeFlights Queen city of the South!!;1235;FALSE
476920217533034496;2014-06-12T02:53:35Z;Non-Complaint;@flyPAL Legazpi City. ❤ #PAL116FreeFlights;415;FALSE
476922340899844096;2014-06-12T03:02:01Z;Complaint;@AmericanAir you should reimburse tonight's hotel expenses .. But earlier this evening you could have done so much more to get me home today;448;FALSE
476923651942809600;2014-06-12T03:07:14Z;Non-Complaint;@shotgunconley @SouthwestAir 😧 damn son;149;FALSE
476928909377028096;2014-06-12T03:28:07Z;Non-Complaint;I just entered #WorldMarket Summer Getaway Sweeps for a chance to win a trip for 4 on @SouthwestAir. http://t.co/wlWVTFMyaY #SummerGetaway;604;FALSE
476930106158362624;2014-06-12T03:32:52Z;Non-Complaint;@USAirways going on a hour here unreal http://t.co/4k3A6qCt7f;239;FALSE
476932361587032064;2014-06-12T03:41:50Z;Non-Complaint;My family loved this cruise! Win a 7-day Hawaii cruise @CruiseNorwegian +airfare, courtesy of @HawaiianAir! http://t.co/z0Ca48XdC8;21603;FALSE
476933591427842048;2014-06-12T03:46:43Z;Non-Complaint;El #vuelo 854 de @united procedente de @iah está demorado. Tiene estimado arribar en el #JorgeChávez a las 00:16 am @Aeronoticias;491;FALSE
476934129338945536;2014-06-12T03:48:52Z;Non-Complaint;"#palflieshaneda @flyPAL @RX931 Haneda; I will go to Ueno Park first because how I wish I can ""uwi no"" more!!!!  weeee! :) &lt;3";146;FALSE
476936737696923648;2014-06-12T03:59:13Z;Non-Complaint;@USAirways I have been on hold for 40 minutes.... Which might be acceptable if you DIDN'T CANCEL MY FLIGHT WITH LESS THAN 12 HOURS NOTICE!;459;FALSE
476937781806399488;2014-06-12T04:03:22Z;Non-Complaint;"Today the last of our group returns home. Thanks @BrittanyFerries &amp; @AmericanAir &amp; Paul for your arrangements. An amazing trip in History";26;FALSE
476940204830625792;2014-06-12T04:13:00Z;Non-Complaint;@Delta @DeltaAssist DL3544 generally when there is an aborted landing, shouldn't the pilot let passengers know what's happening?;2678;FALSE
476942845413052416;2014-06-12T04:23:30Z;Non-Complaint;Hari ini hari terakhir event Malaysian Media FAM Trip loh cc: @BulanmaduComMy @IndonesiaGaruda http://t.co/22ELL3G85E;9982;FALSE
476945458602840064;2014-06-12T04:33:53Z;Non-Complaint;@flyPAL wala pa po bang result ng 1st draw? Hehe. can't wait to fly :);27;FALSE
476945907867336704;2014-06-12T04:35:40Z;Non-Complaint;@flyPAL how will you announce the winners?;442;FALSE
476948692138618880;2014-06-12T04:46:44Z;Complaint;Hey @SunCountryAir - 1.5 hr late on 396 due to “slow cleaners” at sfo, not one apology. Pretty lame.;613;FALSE
476950881733074944;2014-06-12T04:55:26Z;Non-Complaint;"Win Free Flights @flyPAL #PAL116FreeFlights 

6";76;FALSE
476951586691121152;2014-06-12T04:58:14Z;Complaint;@SouthwestAir Beyond disappointed in the lack of effort and communication around my cancelled flight and lost bags.;286;FALSE
476964449530556416;2014-06-12T05:49:21Z;Non-Complaint;@flyPAL LONDON!;59;FALSE
476966474847117312;2014-06-12T05:57:23Z;Non-Complaint;@British_Airways @kat_lally - Have to start earning some serious cash cause I'm never flying economy again! #BusinessClass #Comfort;71;FALSE
476972013312303104;2014-06-12T06:19:24Z;Non-Complaint;@SingaporeAir or the associated booking is fully flown/cancelled. 2/3;56835;FALSE
476974075533750272;2014-06-12T06:27:36Z;Non-Complaint;@flyPAL Singapore! :). #PAL116FreeFlights;378;FALSE
476976990235275264;2014-06-12T06:39:10Z;Non-Complaint;@flyPAL Singapore/Singapura! #PAL116FreeFlights;712;FALSE
476977966199877632;2014-06-12T06:43:03Z;Non-Complaint;“@flysaa: Enjoy amazing discounted fares on all your favourite destinations. Book now: http://t.co/GqP4WDmGjX http://t.co/k2mNHejzlq”;1391;FALSE
476978943493275648;2014-06-12T06:46:56Z;Non-Complaint;Ok I'm just gonna say it. I totally dig @emirates and so gotta get them for a reality show.;25;FALSE
476986349237837824;2014-06-12T07:16:22Z;Non-Complaint;"La ligne #Bordeaux #Istanbul par @TurkishAirlines  inaugurée aujourd hui !  http://t.co/3iNlwBmEjR #osezbordeaux // http://t.co/NULBeyUk9M""";627;FALSE
476986371341438976;2014-06-12T07:16:27Z;Non-Complaint;#PAL116FreeFlights haven't been to cdo but it would be awesome if im on the blessed 10 people to be chosen @flyPAL 24;32;FALSE
476986778906148864;2014-06-12T07:18:04Z;Non-Complaint;#PAL116FreeFlights haven't been to cdo but it would be awesome if im on the blessed 10 people to be chosen @flyPAL 45;32;FALSE
476987013095493632;2014-06-12T07:19:00Z;Non-Complaint;.@IrishAero @Ryanair @JMulliganIndo Unfortunately, this won't happen anytime soon;1668;FALSE
476987259019735040;2014-06-12T07:19:59Z;Non-Complaint;#PAL116FreeFlights haven't been to cdo but it would be awesome if im on the blessed 10 people to be chosen @flyPAL 62;32;FALSE
476987554776903680;2014-06-12T07:21:09Z;Non-Complaint;#PAL116FreeFlights haven't been to cdo but it would be awesome if im on the blessed 10 people to be chosen @flyPAL 79;32;FALSE
476987819525537792;2014-06-12T07:22:12Z;Non-Complaint;#PAL116FreeFlights haven't been to cdo but it would be awesome if im on the blessed 10 people to be chosen @flyPAL 92;32;FALSE
476988793975615488;2014-06-12T07:26:05Z;Non-Complaint;@flyPAL Pls pang Honeymoon namin ng asawa ko...;6;FALSE
476990098420928512;2014-06-12T07:31:16Z;Non-Complaint;@flyPAL Davao my momd gome town ❤️ #PAL116FreeFlights;1013;FALSE
476990955619639296;2014-06-12T07:34:40Z;Non-Complaint;@Ryanair thank you.;149;FALSE
476996777179373568;2014-06-12T07:57:48Z;Non-Complaint;"Tillbringa två nätter i #Prag! Tävla och vinn!

http://t.co/cLPlJiM0Ls

#Yasmin #resa @CzechAirlines @Fly_Norwegian http://t.co/7c13jcsutU";106;FALSE
477000137038778368;2014-06-12T08:11:09Z;Non-Complaint;@KLM Bijna 30 uur op onze koffers gewacht, maar ze zijn gearriveerd! Nu kan de vakantie pas echt beginnen. @Makou14 http://t.co/qHR3GRFq1l;1686;FALSE
477000348079779840;2014-06-12T08:11:59Z;Non-Complaint;Gotta be said. My @WhoSay is cool! Great social media platform in partnership with @AmericanAir http://t.co/gQ1zyi0D9T;51637;FALSE
477001046167134208;2014-06-12T08:14:46Z;Non-Complaint;@British_Airways loving the BBC series on BA. Just shows how terrible your airline is #travel #flying #oneworld #disability;56;FALSE
477001231039094784;2014-06-12T08:15:30Z;Non-Complaint;@KoreanAir_KE oh. Cus the taxi has an A380 on the side so was thinking they were gonna come.. Haha thanks anyway! :);76;FALSE
477005230849413120;2014-06-12T08:31:24Z;Non-Complaint;Checked in, re-fuelling ready for the first leg of journey to #Montreal @TourismQuebec @KLM_UK  #MrMoose http://t.co/cSvwaF1n3y;1480;FALSE
477008423448350720;2014-06-12T08:44:05Z;Non-Complaint;@msaparna Thanks. Booked my folks on a Mumbai Bangalore return flight from @flyspicejet for 10,700/- Excellent deal!;1095;FALSE
477008545637224448;2014-06-12T08:44:34Z;Non-Complaint;@_austrian These kids have spent over a year raising 12000€ to volunteer in a village in Thailand for 2.5wks of their summer;9;FALSE
477008791662505984;2014-06-12T08:45:32Z;Non-Complaint;"@TondaMacC critics say @AirCanada falsely accused them of ""faking"" proof of price-gouging after #RCMP funeral: http://t.co/hXasm8CMcr";418;FALSE
477012314181619712;2014-06-12T08:59:32Z;Non-Complaint;@Sonja_Ams @Mg2523Groot hey zus, je kan me ook mailen op mijn werkmail, grootobbink@klm.com. lees het wel maandag pas xxx;1;FALSE
477013089762955264;2014-06-12T09:02:37Z;Complaint;"@AmericanAir My luggage still hasn't been found &amp; there's no answer at the Heathrow baggage office. Can you advise on the status please?";253;FALSE
477014192705531904;2014-06-12T09:07:00Z;Complaint;@Ryanair please check your http://t.co/ESUDneqC16 website, is not possible to manage flights nor checkins! ty;126;FALSE
477016815630299136;2014-06-12T09:17:26Z;Non-Complaint;%30 indirim diyorsun ama internet sitene ya da android uygulumana girince site ve uygulama hata veriyor. @ucurbenipegasus;417;FALSE
477018139025485824;2014-06-12T09:22:41Z;Complaint;@USAirways they've been waiting over 12 hours to leave. Commonsense fellas.;65;FALSE
477021330232340480;2014-06-12T09:35:22Z;Non-Complaint;@KLM Waarom kan ik niet online inchecken?;91;FALSE
477024845071675392;2014-06-12T09:49:20Z;Non-Complaint;@flyPAL domestic flights is okay for me! :D #PAL116FreeFlights;901;FALSE
477026424130641920;2014-06-12T09:55:36Z;Non-Complaint;@KLM @DeBesteSocial Congrats!! Jullie verdienen het!! Blijf zo door gaan in the future! xx :) 🔹💙🔹;99;FALSE
477026743740809216;2014-06-12T09:56:53Z;Non-Complaint;@Tinustali @flysaa . I agree Talifhani. I drive to Port Elizabeth and then fly on the cheapest airline to Cape Town. I do this monthly.;1;FALSE
477031872929619968;2014-06-12T10:17:15Z;Non-Complaint;"@KLM @DeBesteSocial Heeft m'n stem toch zin gehad! ;-)";9;FALSE
477031302181306368;2014-06-12T10:14:59Z;Non-Complaint;I just entered #WorldMarket Summer Getaway Sweeps for a chance to win a trip for 4 on @SouthwestAir. http://t.co/vYUS6RHV4A #SummerGetaway;36;FALSE
477032053561499648;2014-06-12T10:17:59Z;Non-Complaint;@Saudi_Airlines @42623209  بالشوى !!! اهلًا و سهلا;972;FALSE
477034617585664000;2014-06-12T10:28:10Z;Non-Complaint;Je supporte le #Bresil dès 749€ à la battle @AirfranceFR #JeuAF http://t.co/npmBbdt28J;76;FALSE
477036836662280192;2014-06-12T10:36:59Z;Non-Complaint;@RyanAir Checked in and printed boarding pass, but received this. Please could you help asap as flight is tomorrow? http://t.co/qzP2ljqH7r;77;FALSE
477038160140976128;2014-06-12T10:42:14Z;Non-Complaint;Je supporte le #Bresil dès 749€ à la battle @AirfranceFR #JeuAF http://t.co/tqBQBYcic7;44;FALSE
477039151934488576;2014-06-12T10:46:11Z;Complaint;@USAirways Stuck in Charlotte since yesterday with hundreds of people, first flight of day to Philly...you guessed it, #delayed #disgusted;13;FALSE
477039183438315520;2014-06-12T10:46:18Z;Non-Complaint;"@KLM All's good My flights booked! thank you for speedy reply! #KLM the only way to fly in Dutch &amp; European airspace!";894;FALSE
477039861304918016;2014-06-12T10:49:00Z;Complaint;@delta are you really going to access my iPhone data now that I plugged into your seatback USB? http://t.co/AU9xUtdbc9;215;FALSE
477041686971813888;2014-06-12T10:56:15Z;Non-Complaint;@flyPAL - me! me! me! ✈️👍😊;41;FALSE
477041985992527872;2014-06-12T10:57:27Z;Complaint;Because @USAirways couldn't find a working plane Sunday, they screwed up my tix on @UnitedAirlines for return flight today. #airlinefails;1629;FALSE
477042197284798464;2014-06-12T10:58:17Z;Non-Complaint;“@roueverveer: @KLM Vandaag m'n  laatste dag in Paramaribo. Neem je mij vanmiddag mee naar NL? #LeefEnLach” slijmen haha;14755;FALSE
477045736484663296;2014-06-12T11:12:21Z;Non-Complaint;@USAirways Seattle;414;FALSE
477046176706203648;2014-06-12T11:14:06Z;Non-Complaint;@KLM Where can i calculate the seat reservation pricing before ordering a ticket? (DKK);14;FALSE
477046201674498048;2014-06-12T11:14:12Z;Complaint;Absolutely DISGUSTED with how @emirates treated me today....✈😤😡👎 complaint email sent! Wouldn't expect that from such a prestigious airline!;3380;FALSE
477048901602537472;2014-06-12T11:24:55Z;Non-Complaint;@FlyerTalkerinA2 dare I throw my brand new blog into your cauldron?? redeeming @United miles for 15 cents/mile: http://t.co/D9Vk5YcwQj;125;FALSE
477052342710571008;2014-06-12T11:38:36Z;Non-Complaint;@ant550044 @aeedalanaze @jasseralsagri @Saudi_Airlines فصيل قيران كلب وحقير جالسين تدافعون عن واحد يسب اعراض الناس;1;FALSE
477054518534758400;2014-06-12T11:47:15Z;Non-Complaint;@BrettWalkerCPGA @Tucksy1965 @AirCanada you should see this cluster fuck I'm in now.;113;FALSE
477061209754046464;2014-06-12T12:13:50Z;Complaint;@KoreanAir_KE does it mean from incheon airport, if i want to go to gimpo airport, it takes 150 minutes? i cant open the link though..;10;FALSE
477065231684743168;2014-06-12T12:29:49Z;Complaint;@British_Airways thanks for asking a research company to get my feedback. You could be on for worse scores ever! #britishairways;101;FALSE
477065240668958720;2014-06-12T12:29:51Z;Non-Complaint;"Serta dihdr jg o/ Green School (sekolah binaan) @PTPERTAMINA 
Sbntr lg sy share foto2nya ya..
Also supp @Polygonbike @IndonesiaGaruda 
#AJS";227;FALSE
477065316518735872;2014-06-12T12:30:09Z;Non-Complaint;http://t.co/cSKDdoJhGy - UÇURMA BENİ.. PEGASUSSSSSS @ucurbenipegasus http://t.co/FmZlEwEk1r;573;FALSE
477065433447923712;2014-06-12T12:30:37Z;Non-Complaint;Je supporte le #Bresil dès 749€ à la battle @AirfranceFR #JeuAF http://t.co/eCHGg6U84x;424;FALSE
477066114451902464;2014-06-12T12:33:19Z;Non-Complaint;Pissed! @United Airlines retools MileagePlus to benefit big spenders. Screws me the freq bus trav trying to save $$. http://t.co/XaL5RxebqP;317;FALSE
477066623652618240;2014-06-12T12:35:21Z;Non-Complaint;"A MILLION thanks to @AirAsia for the once-in-a-lifetime opportunity to Meet&amp;Greet @taylorswift13! #REDTourMalaysia http://t.co/Ba0aimyszB";20;FALSE
477066783543668736;2014-06-12T12:35:59Z;Non-Complaint;Je supporte le #Bresil dès 749€ à la battle @AirfranceFR #JeuAF http://t.co/6W2JpXkU5a;26;FALSE
477068991375368192;2014-06-12T12:44:45Z;Non-Complaint;Mi artículo favorito de #MyVuelingCity es el de Viena @Vueling;134;FALSE
477070843265036288;2014-06-12T12:52:07Z;Complaint;very disappointed by @SouthwestAir today. delay w/ no given reason out of SAT and no ability to rework to get us there till hours too late.;99;FALSE
477070789347258368;2014-06-12T12:51:54Z;Non-Complaint;@AmericanAir It wasn’t me! It was my dad who again has been flying w/ AA for over 35 yrs! He doesn’t miss things like that! #MovingOn;2183;FALSE
477072351767449600;2014-06-12T12:58:06Z;Non-Complaint;"Ketika acara dimulai..
@AGRAWITAKA Jelajah Sumatera
Supp by @PTPERTAMINA @Polygonbike @IndonesiaGaruda 
#AJS http://t.co/B3pTBM54eV";227;FALSE
477072680605466624;2014-06-12T12:59:25Z;Non-Complaint;@SAS bløff!!! Jeg finner bare 714932 stk jeg!;152;FALSE
477074352064978944;2014-06-12T13:06:03Z;Non-Complaint;"The new @VirginAmerica website is rather delicious... &gt;&gt; https://t.co/F64mfLveDW";752;FALSE
477074565638930432;2014-06-12T13:06:54Z;Non-Complaint;Mi artículo favorito de #MyVuelingCity es el deBolonia, la italiana con más 'salsa'  @Vueling;5;FALSE
477076901115076608;2014-06-12T13:16:11Z;Complaint;Hat tip to @DeltaAssist for working to resolve the problem. Bigger solution is better policy for passenger accountability. #theremaybehope;232;FALSE
477077022695768064;2014-06-12T13:16:40Z;Non-Complaint;@_austrian As a wine journalist and sommelier it is fabulous that you support your industry!;1728;FALSE
477077346504036352;2014-06-12T13:17:57Z;Non-Complaint;@flyspicejet I think this contest is only for those who are travelling for right? #ispottedsgredchill;207;FALSE
477080260694249472;2014-06-12T13:29:32Z;Non-Complaint;@DeltaAssist I bought a ticket yesterday and I'm flying out next Tuesday. Is this ticket refundable?;1195;FALSE
477080740690010112;2014-06-12T13:31:26Z;Non-Complaint;Not at all surprised - great service by @Delta on my flight to #Miami. In other news, it pays to smile and be nice when asking for favors :);374;FALSE
477080920806391808;2014-06-12T13:32:09Z;Non-Complaint;@KLM No I haven't but I'll check it out! Thanks! 😃;69;FALSE
477082225205182464;2014-06-12T13:37:20Z;Non-Complaint;@coleswindell sounds like you need to get drunk on a plane...just not a @Delta plane;142;FALSE
477084911560830976;2014-06-12T13:48:01Z;Non-Complaint;The ONLY thing good about @AmericanAir is the music they play as you board.;843;FALSE
477084997636341760;2014-06-12T13:48:21Z;Complaint;@DeltaAssist Approaching 90 minutes now from sked departure and still at the gate. How does it feel to work for such a dysfunctional outfit?;2390;FALSE
477086438035845120;2014-06-12T13:54:05Z;Non-Complaint;Coucou @AirFranceFR pouvez vous me dire si la grève des agents au sol dimanche concernera également l'aéroport de Orly ? Merci.;322;FALSE
477086517530079232;2014-06-12T13:54:24Z;Complaint;"Thought I signed up for badges&amp;flew less than week ago but I wasn't-lost out on badges/points-is there a window after to get these @jetblue";161;FALSE
477088448822521856;2014-06-12T14:02:04Z;Complaint;"@delta everyone at this gate spent night here bec of canceled flights. Non-weather delay now is cruel &amp; unusual";2899;FALSE
477088580427603968;2014-06-12T14:02:36Z;Non-Complaint;@Ryanair still not working on iPhone or PC;58;FALSE
477089463404093440;2014-06-12T14:06:06Z;Non-Complaint;I'm at Balıkesir Koca Seyit Havalimanı (EDO) - @turkishairlines (Balıkesir, Türkiye) http://t.co/e1BHe1dhcP;13;FALSE
477089746960007168;2014-06-12T14:07:14Z;Non-Complaint;"@x0sades @coleswindell @Delta ""delta, you ain't worth the cookies""😂";487;FALSE
477089929785532416;2014-06-12T14:07:57Z;Complaint;"@AmericanAir I think you don't understand how frustrating it is...
Baggage service it's empty, I have to wait 30 minutes for your mistake!";176297;FALSE
477091016466771968;2014-06-12T14:12:16Z;Complaint;Seriously tho @united - there are a lot of airports- I can't always expect you to take me to the one on my ticket.;207;FALSE
477091220036911104;2014-06-12T14:13:05Z;Complaint;Quick question: has anyone ever had a @united flight that's not delayed departing or arriving?;8660;FALSE
477094865147158528;2014-06-12T14:27:34Z;Non-Complaint;And this one....My sister took the this photo of me in Cancun 🌞 @KLM http://t.co/XNTEGZ9ce0;72;FALSE
477096732048621568;2014-06-12T14:34:59Z;Non-Complaint;@JetBlue Cannot print boarding pass on Firefox or IE. Do you know of any issues?;102;FALSE
477097046730493952;2014-06-12T14:36:14Z;Non-Complaint;. @AirAsia India launches first flight from #Bangalore http://t.co/55s8oYuHOh via @timesofindia;370;FALSE
477097335336337408;2014-06-12T14:37:23Z;Non-Complaint;@timoreilly @united Southwest has tv over Wi-Fi for free, BYOD;265;FALSE
477101401295060992;2014-06-12T14:53:32Z;Non-Complaint;@USAirways Thanks to cabin crew on 742 Wed. nite - service was superb. Also made up all but 10 min on arrival time. #csatrocks;46;FALSE
477102606821916672;2014-06-12T14:58:20Z;Non-Complaint;@jbradfordinc @Delta @SethFornea awe. Sorry I told ya.... 😚 I know it's a little longer but try connecting and then you can upgrade.;3722;FALSE
477104162208231424;2014-06-12T15:04:31Z;Non-Complaint;@Icelandair clues please!;7;FALSE
477105199858077696;2014-06-12T15:08:38Z;Complaint;@Binladentweet @AmericanAir careful eh. Those people take that shit seriously.;119;FALSE
477105254644088832;2014-06-12T15:08:51Z;Non-Complaint;@united I'm due to fly from Belfast to Newark on Jan 17th 2015 but I have learned that flights from Belfast are now suspended on this date?;84;FALSE
477106544862302208;2014-06-12T15:13:59Z;Non-Complaint;@TAMAirlines e qdo estes canais nao resolvem?? Ja liguei 3 vezes. O que esperar da tam qdo houver um problema complicado?? Decepcionante :/;234;FALSE
477108097954369536;2014-06-12T15:20:09Z;Non-Complaint;@AmericanAir  Had a wonderful experience flying with you guys Monday..small details made the difference!;255;FALSE
477109065873883136;2014-06-12T15:24:00Z;Non-Complaint;My #birchbox! According to #jetblue I should be visiting Portland! Seems about accurate! @JetBlue @birchbox ❤️⚓️😊 http://t.co/Qwc4fLC3uF;374;FALSE
477111340524654592;2014-06-12T15:33:02Z;Complaint;@AmericanAir hey on the bright-side you guys did give me 6 hours heads up for the cancellation, better than canceling my flight last minute.;573;FALSE
477111580467806208;2014-06-12T15:33:59Z;Non-Complaint;@AlaskaAir @MichelleComm Hello Michelle, please let us know if there is anything we can do to assist you today :);68014;TRUE
477111772118151168;2014-06-12T15:34:45Z;Non-Complaint;@AmericanAir said awww u didn't bring anything with you?? And said I can see if we have some crackers. .......;3831;FALSE
477112571150237696;2014-06-12T15:37:55Z;Non-Complaint;"@AirCanada will operate year-round between the Newfoundland and Labrador regions and Europe this fall.
 http://t.co/LFo5kCFLCa";1752;FALSE
477114418887536640;2014-06-12T15:45:16Z;Complaint;@Delta would love to get a real person on the phone with some ticket voucher scam victim ruined our vacation person!;21;FALSE
477115487801704448;2014-06-12T15:49:31Z;Non-Complaint;@USAirways Flight attendant in first class on US3212 MSP-DCA today is being very rude to husband and others! No excuse!;38;FALSE
477115659919163392;2014-06-12T15:50:12Z;Non-Complaint;@USAirways @AmericanAir Rude travel agents are making him want to start using @Delta  more often!;38;FALSE
477116750824501248;2014-06-12T15:54:32Z;Complaint;I've never dealt with an airline as incompetent as @USAirways. Needless to say this is the last time I will ever fly with them.;261;FALSE
477118350775304192;2014-06-12T16:00:53Z;Non-Complaint;@AirFranceFR Je ne vois pas mon tweet dans votre fil d'actualité, est ce que ma participation a été prise en compte ?;7;FALSE
477119160510472192;2014-06-12T16:04:06Z;Non-Complaint;I KNEW THIS WAS GOING TO HAPPEN @united;307;FALSE
477119606373756928;2014-06-12T16:05:53Z;Non-Complaint;@united More comfort onboard?  Seriously? Have you ever actually spent more than 30min in one of those godforsaken slimline seats?;327;FALSE
477120207849521152;2014-06-12T16:08:16Z;Complaint;@AmericanAir I'm back. Now stewardess is taking a poll of who'd like to deplane here, Austin. This will make me miss my connection. Thoughts;80;FALSE
477120562536263680;2014-06-12T16:09:41Z;Non-Complaint;@agindre @AirFranceFR @fhollande @fcuvillier Quand les passagers se plaignent d'une pratique dont leur comportement est responsable...;86;FALSE
477121343079866368;2014-06-12T16:12:47Z;Non-Complaint;@united sent message;3;FALSE
477122823136493568;2014-06-12T16:18:40Z;Non-Complaint;Thanks @USAirways for taking great care of us when you left us mostly stranded. Not even a ride across the airport! http://t.co/bNb8es2tM6;139;FALSE
477122902983471104;2014-06-12T16:18:59Z;Complaint;@JetBlue no I'm sick I'll stick to my flight and discuss compensation when I get to the airport tonight last time I fly JetBlue horrible;561;FALSE
477123025129992192;2014-06-12T16:19:28Z;Non-Complaint;Mi artículo favorito de #MyVuelingCity es el de (pon aquí tu articulo) @Vueling;155;FALSE
477124849576316928;2014-06-12T16:26:43Z;Non-Complaint;"Pasha ""Ungu"" @Delta Lt8 *fly*";40;FALSE
477127641238351872;2014-06-12T16:37:48Z;Complaint;@Ryanair Trying to contact customer services to talk to a member of staff for over an hour now. Ring out each time. What do you suggest?;144;FALSE
477127729498714112;2014-06-12T16:38:09Z;Non-Complaint;@SouthwestAir you need to hire some fine flight attendants;987;FALSE
